23:37:02.023: Dealer 1: Auto 1 (Body: 1, Motor: 4, Accessory: 2)
01:43:55.131: Dealer 1: Auto 140 (Body: 471, Motor: 470, Accessory: 316)
01:43:56.133: Dealer 3: Auto 141 (Body: 474, Motor: 473, Accessory: 319)
01:43:56.137: Dealer 3: Auto 141 (Body: 474, Motor: 473, Accessory: 319)
01:43:57.134: Dealer 2: Auto 142 (Body: 477, Motor: 476, Accessory: 320)
01:43:57.137: Dealer 2: Auto 142 (Body: 477, Motor: 476, Accessory: 320)
01:43:58.139: Dealer 1: Auto 143 (Body: 480, Motor: 479, Accessory: 324)
01:43:58.142: Dealer 1: Auto 143 (Body: 480, Motor: 479, Accessory: 324)
01:43:59.144: Dealer 3: Auto 144 (Body: 483, Motor: 482, Accessory: 327)
01:43:59.152: Dealer 3: Auto 144 (Body: 483, Motor: 482, Accessory: 327)
01:44:00.150: Dealer 2: Auto 145 (Body: 486, Motor: 485, Accessory: 330)
01:44:00.156: Dealer 2: Auto 145 (Body: 486, Motor: 485, Accessory: 330)
01:44:01.150: Dealer 1: Auto 146 (Body: 489, Motor: 488, Accessory: 333)
01:44:01.153: Dealer 1: Auto 146 (Body: 489, Motor: 488, Accessory: 333)
01:44:02.150: Dealer 3: Auto 147 (Body: 492, Motor: 491, Accessory: 337)
01:44:02.151: Dealer 3: Auto 147 (Body: 492, Motor: 491, Accessory: 337)
01:44:03.155: Dealer 2: Auto 148 (Body: 495, Motor: 494, Accessory: 340)
01:44:03.161: Dealer 2: Auto 148 (Body: 495, Motor: 494, Accessory: 340)
01:44:04.161: Dealer 1: Auto 149 (Body: 499, Motor: 497, Accessory: 343)
01:44:04.164: Dealer 1: Auto 149 (Body: 499, Motor: 497, Accessory: 343)
01:44:05.165: Dealer 3: Auto 150 (Body: 502, Motor: 500, Accessory: 346)
01:44:05.168: Dealer 3: Auto 150 (Body: 502, Motor: 500, Accessory: 346)
01:44:06.168: Dealer 2: Auto 151 (Body: 505, Motor: 503, Accessory: 349)
01:44:06.172: Dealer 2: Auto 151 (Body: 505, Motor: 503, Accessory: 349)
01:44:07.173: Dealer 1: Auto 152 (Body: 507, Motor: 506, Accessory: 352)
01:44:07.176: Dealer 1: Auto 152 (Body: 507, Motor: 506, Accessory: 352)
01:44:08.178: Dealer 3: Auto 153 (Body: 510, Motor: 509, Accessory: 355)
01:44:08.181: Dealer 3: Auto 153 (Body: 510, Motor: 509, Accessory: 355)
01:44:09.183: Dealer 2: Auto 154 (Body: 513, Motor: 512, Accessory: 358)
01:44:09.194: Dealer 2: Auto 154 (Body: 513, Motor: 512, Accessory: 358)
01:44:10.188: Dealer 1: Auto 155 (Body: 517, Motor: 515, Accessory: 361)
01:44:10.190: Dealer 1: Auto 155 (Body: 517, Motor: 515, Accessory: 361)
01:44:11.189: Dealer 3: Auto 156 (Body: 519, Motor: 518, Accessory: 363)
01:44:11.195: Dealer 3: Auto 156 (Body: 519, Motor: 518, Accessory: 363)
01:44:12.195: Dealer 2: Auto 157 (Body: 523, Motor: 521, Accessory: 366)
01:44:12.201: Dealer 2: Auto 157 (Body: 523, Motor: 521, Accessory: 366)
01:44:13.200: Dealer 1: Auto 158 (Body: 525, Motor: 524, Accessory: 370)
01:44:13.203: Dealer 1: Auto 158 (Body: 525, Motor: 524, Accessory: 370)
01:44:14.202: Dealer 3: Auto 159 (Body: 528, Motor: 527, Accessory: 373)
01:44:14.208: Dealer 3: Auto 159 (Body: 528, Motor: 527, Accessory: 373)
01:44:15.204: Dealer 2: Auto 160 (Body: 531, Motor: 530, Accessory: 376)
01:44:15.209: Dealer 2: Auto 160 (Body: 531, Motor: 530, Accessory: 376)
01:44:16.209: Dealer 1: Auto 161 (Body: 534, Motor: 533, Accessory: 379)
01:44:16.214: Dealer 1: Auto 161 (Body: 534, Motor: 533, Accessory: 379)
01:44:17.213: Dealer 3: Auto 162 (Body: 538, Motor: 536, Accessory: 382)
01:44:17.223: Dealer 3: Auto 162 (Body: 538, Motor: 536, Accessory: 382)
01:44:18.219: Dealer 2: Auto 163 (Body: 539, Motor: 541, Accessory: 385)
01:44:18.221: Dealer 2: Auto 163 (Body: 539, Motor: 541, Accessory: 385)
01:44:19.220: Dealer 1: Auto 164 (Body: 543, Motor: 542, Accessory: 387)
01:44:19.228: Dealer 1: Auto 164 (Body: 543, Motor: 542, Accessory: 387)
01:44:20.233: Dealer 3: Auto 165 (Body: 547, Motor: 545, Accessory: 397)
01:44:20.237: Dealer 3: Auto 165 (Body: 547, Motor: 545, Accessory: 397)
01:44:21.232: Dealer 1: Auto 166 (Body: 549, Motor: 548, Accessory: 390)
01:44:21.234: Dealer 1: Auto 166 (Body: 549, Motor: 548, Accessory: 390)
01:44:22.237: Dealer 2: Auto 167 (Body: 552, Motor: 551, Accessory: 393)
01:44:22.239: Dealer 2: Auto 167 (Body: 552, Motor: 551, Accessory: 393)
01:44:23.239: Dealer 3: Auto 168 (Body: 555, Motor: 554, Accessory: 399)
01:44:23.240: Dealer 3: Auto 168 (Body: 555, Motor: 554, Accessory: 399)
01:44:24.248: Dealer 1: Auto 169 (Body: 558, Motor: 557, Accessory: 402)
01:44:24.254: Dealer 1: Auto 169 (Body: 558, Motor: 557, Accessory: 402)
01:44:25.248: Dealer 2: Auto 170 (Body: 561, Motor: 560, Accessory: 406)
01:44:25.251: Dealer 2: Auto 170 (Body: 561, Motor: 560, Accessory: 406)
01:44:26.253: Dealer 3: Auto 171 (Body: 565, Motor: 563, Accessory: 409)
01:44:26.255: Dealer 3: Auto 171 (Body: 565, Motor: 563, Accessory: 409)
01:44:27.258: Dealer 1: Auto 172 (Body: 567, Motor: 566, Accessory: 411)
01:44:27.260: Dealer 1: Auto 172 (Body: 567, Motor: 566, Accessory: 411)
01:44:28.260: Dealer 2: Auto 173 (Body: 571, Motor: 570, Accessory: 414)
01:44:28.262: Dealer 2: Auto 173 (Body: 571, Motor: 570, Accessory: 414)
01:44:29.262: Dealer 3: Auto 174 (Body: 574, Motor: 573, Accessory: 417)
01:44:29.293: Dealer 3: Auto 174 (Body: 574, Motor: 573, Accessory: 417)
01:44:30.267: Dealer 1: Auto 175 (Body: 585, Motor: 575, Accessory: 420)
01:44:30.271: Dealer 1: Auto 175 (Body: 585, Motor: 575, Accessory: 420)
01:44:30.369: Dealer 2: Auto 176 (Body: 588, Motor: 577, Accessory: 424)
01:44:30.372: Dealer 2: Auto 176 (Body: 588, Motor: 577, Accessory: 424)
01:44:30.471: Dealer 3: Auto 177 (Body: 591, Motor: 578, Accessory: 426)
01:44:30.473: Dealer 3: Auto 177 (Body: 591, Motor: 578, Accessory: 426)
01:44:30.574: Dealer 1: Auto 178 (Body: 593, Motor: 579, Accessory: 429)
01:44:30.575: Dealer 1: Auto 178 (Body: 593, Motor: 579, Accessory: 429)
01:44:30.676: Dealer 2: Auto 179 (Body: 597, Motor: 580, Accessory: 433)
01:44:30.679: Dealer 2: Auto 179 (Body: 597, Motor: 580, Accessory: 433)
01:44:30.780: Dealer 3: Auto 180 (Body: 599, Motor: 581, Accessory: 435)
01:44:30.784: Dealer 3: Auto 180 (Body: 599, Motor: 581, Accessory: 435)
01:44:30.886: Dealer 1: Auto 181 (Body: 602, Motor: 582, Accessory: 439)
01:44:30.888: Dealer 1: Auto 181 (Body: 602, Motor: 582, Accessory: 439)
01:44:30.989: Dealer 2: Auto 182 (Body: 606, Motor: 583, Accessory: 442)
01:44:30.991: Dealer 2: Auto 182 (Body: 606, Motor: 583, Accessory: 442)
01:44:31.090: Dealer 3: Auto 183 (Body: 609, Motor: 584, Accessory: 445)
01:44:31.092: Dealer 3: Auto 183 (Body: 609, Motor: 584, Accessory: 445)
01:44:31.194: Dealer 1: Auto 184 (Body: 612, Motor: 586, Accessory: 448)
01:44:31.202: Dealer 1: Auto 184 (Body: 612, Motor: 586, Accessory: 448)
01:44:31.296: Dealer 2: Auto 185 (Body: 614, Motor: 589, Accessory: 450)
01:44:31.304: Dealer 2: Auto 185 (Body: 614, Motor: 589, Accessory: 450)
01:44:31.400: Dealer 3: Auto 186 (Body: 617, Motor: 592, Accessory: 454)
01:44:31.403: Dealer 3: Auto 186 (Body: 617, Motor: 592, Accessory: 454)
01:44:31.505: Dealer 1: Auto 187 (Body: 621, Motor: 595, Accessory: 456)
01:44:31.509: Dealer 1: Auto 187 (Body: 621, Motor: 595, Accessory: 456)
01:44:31.609: Dealer 2: Auto 188 (Body: 624, Motor: 598, Accessory: 460)
01:44:31.625: Dealer 2: Auto 188 (Body: 624, Motor: 598, Accessory: 460)
01:44:31.711: Dealer 3: Auto 189 (Body: 626, Motor: 601, Accessory: 463)
01:44:31.717: Dealer 3: Auto 189 (Body: 626, Motor: 601, Accessory: 463)
01:44:31.820: Dealer 1: Auto 190 (Body: 629, Motor: 604, Accessory: 466)
01:44:31.825: Dealer 1: Auto 190 (Body: 629, Motor: 604, Accessory: 466)
01:44:31.930: Dealer 2: Auto 191 (Body: 633, Motor: 607, Accessory: 468)
01:44:31.937: Dealer 2: Auto 191 (Body: 633, Motor: 607, Accessory: 468)
01:44:32.032: Dealer 1: Auto 192 (Body: 635, Motor: 610, Accessory: 475)
01:44:32.035: Dealer 1: Auto 192 (Body: 635, Motor: 610, Accessory: 475)
01:44:32.136: Dealer 3: Auto 193 (Body: 638, Motor: 613, Accessory: 478)
01:44:32.144: Dealer 3: Auto 193 (Body: 638, Motor: 613, Accessory: 478)
01:44:32.236: Dealer 2: Auto 194 (Body: 641, Motor: 616, Accessory: 472)
01:44:32.241: Dealer 2: Auto 194 (Body: 641, Motor: 616, Accessory: 472)
01:44:32.341: Dealer 1: Auto 195 (Body: 645, Motor: 619, Accessory: 487)
01:44:32.342: Dealer 1: Auto 195 (Body: 645, Motor: 619, Accessory: 487)
01:44:32.446: Dealer 3: Auto 196 (Body: 647, Motor: 622, Accessory: 481)
01:44:32.448: Dealer 3: Auto 196 (Body: 647, Motor: 622, Accessory: 481)
01:44:32.545: Dealer 2: Auto 197 (Body: 650, Motor: 625, Accessory: 484)
01:44:32.548: Dealer 2: Auto 197 (Body: 650, Motor: 625, Accessory: 484)
01:44:32.649: Dealer 1: Auto 198 (Body: 654, Motor: 628, Accessory: 490)
01:44:32.651: Dealer 1: Auto 198 (Body: 654, Motor: 628, Accessory: 490)
01:44:32.755: Dealer 3: Auto 199 (Body: 656, Motor: 631, Accessory: 493)
01:44:32.769: Dealer 3: Auto 199 (Body: 656, Motor: 631, Accessory: 493)
01:44:32.860: Dealer 2: Auto 200 (Body: 659, Motor: 634, Accessory: 496)
01:44:32.863: Dealer 2: Auto 200 (Body: 659, Motor: 634, Accessory: 496)
01:44:32.965: Dealer 1: Auto 201 (Body: 663, Motor: 637, Accessory: 498)
01:44:32.966: Dealer 1: Auto 201 (Body: 663, Motor: 637, Accessory: 498)
01:44:33.070: Dealer 3: Auto 202 (Body: 666, Motor: 640, Accessory: 501)
01:44:33.072: Dealer 3: Auto 202 (Body: 666, Motor: 640, Accessory: 501)
01:44:33.175: Dealer 2: Auto 203 (Body: 668, Motor: 642, Accessory: 504)
01:44:33.176: Dealer 2: Auto 203 (Body: 668, Motor: 642, Accessory: 504)
01:44:33.280: Dealer 1: Auto 204 (Body: 672, Motor: 646, Accessory: 508)
01:44:33.282: Dealer 1: Auto 204 (Body: 672, Motor: 646, Accessory: 508)
01:44:33.386: Dealer 3: Auto 205 (Body: 674, Motor: 649, Accessory: 511)
01:44:33.388: Dealer 3: Auto 205 (Body: 674, Motor: 649, Accessory: 511)
01:44:33.490: Dealer 2: Auto 206 (Body: 678, Motor: 652, Accessory: 514)
01:44:33.493: Dealer 2: Auto 206 (Body: 678, Motor: 652, Accessory: 514)
01:44:33.594: Dealer 1: Auto 207 (Body: 681, Motor: 655, Accessory: 516)
01:44:33.595: Dealer 1: Auto 207 (Body: 681, Motor: 655, Accessory: 516)
01:44:33.699: Dealer 3: Auto 208 (Body: 685, Motor: 658, Accessory: 520)
01:44:33.704: Dealer 3: Auto 208 (Body: 685, Motor: 658, Accessory: 520)
01:44:33.803: Dealer 2: Auto 209 (Body: 688, Motor: 661, Accessory: 522)
01:44:33.803: Dealer 2: Auto 209 (Body: 688, Motor: 661, Accessory: 522)
01:44:33.908: Dealer 1: Auto 210 (Body: 690, Motor: 664, Accessory: 526)
01:44:33.908: Dealer 1: Auto 210 (Body: 690, Motor: 664, Accessory: 526)
01:44:34.013: Dealer 3: Auto 211 (Body: 694, Motor: 667, Accessory: 529)
01:44:34.014: Dealer 3: Auto 211 (Body: 694, Motor: 667, Accessory: 529)
01:44:34.118: Dealer 2: Auto 212 (Body: 697, Motor: 670, Accessory: 532)
01:44:34.120: Dealer 2: Auto 212 (Body: 697, Motor: 670, Accessory: 532)
01:44:34.219: Dealer 1: Auto 213 (Body: 699, Motor: 673, Accessory: 535)
01:44:34.222: Dealer 1: Auto 213 (Body: 699, Motor: 673, Accessory: 535)
01:44:34.324: Dealer 3: Auto 214 (Body: 703, Motor: 675, Accessory: 537)
01:44:34.329: Dealer 3: Auto 214 (Body: 703, Motor: 675, Accessory: 537)
01:44:34.425: Dealer 2: Auto 215 (Body: 705, Motor: 677, Accessory: 540)
01:44:34.431: Dealer 2: Auto 215 (Body: 705, Motor: 677, Accessory: 540)
01:44:34.529: Dealer 1: Auto 216 (Body: 709, Motor: 680, Accessory: 544)
01:44:34.530: Dealer 1: Auto 216 (Body: 709, Motor: 680, Accessory: 544)
01:44:34.634: Dealer 3: Auto 217 (Body: 711, Motor: 683, Accessory: 546)
01:44:34.635: Dealer 3: Auto 217 (Body: 711, Motor: 683, Accessory: 546)
01:44:34.739: Dealer 2: Auto 218 (Body: 714, Motor: 686, Accessory: 550)
01:44:34.741: Dealer 2: Auto 218 (Body: 714, Motor: 686, Accessory: 550)
01:44:34.844: Dealer 1: Auto 219 (Body: 717, Motor: 689, Accessory: 553)
01:44:34.846: Dealer 1: Auto 219 (Body: 717, Motor: 689, Accessory: 553)
01:44:34.950: Dealer 3: Auto 220 (Body: 720, Motor: 692, Accessory: 556)
01:44:34.956: Dealer 3: Auto 220 (Body: 720, Motor: 692, Accessory: 556)
01:44:35.052: Dealer 2: Auto 221 (Body: 723, Motor: 695, Accessory: 559)
01:44:35.055: Dealer 2: Auto 221 (Body: 723, Motor: 695, Accessory: 559)
01:44:35.156: Dealer 1: Auto 222 (Body: 727, Motor: 698, Accessory: 568)
01:44:35.161: Dealer 1: Auto 222 (Body: 727, Motor: 698, Accessory: 568)
01:44:35.260: Dealer 3: Auto 223 (Body: 729, Motor: 701, Accessory: 562)
01:44:35.267: Dealer 3: Auto 223 (Body: 729, Motor: 701, Accessory: 562)
01:44:35.363: Dealer 2: Auto 224 (Body: 732, Motor: 704, Accessory: 564)
01:44:35.370: Dealer 2: Auto 224 (Body: 732, Motor: 704, Accessory: 564)
01:44:35.467: Dealer 1: Auto 225 (Body: 735, Motor: 707, Accessory: 569)
01:44:35.471: Dealer 1: Auto 225 (Body: 735, Motor: 707, Accessory: 569)
01:44:35.569: Dealer 3: Auto 226 (Body: 738, Motor: 710, Accessory: 572)
01:44:35.571: Dealer 3: Auto 226 (Body: 738, Motor: 710, Accessory: 572)
01:44:35.674: Dealer 2: Auto 227 (Body: 741, Motor: 713, Accessory: 576)
01:44:35.681: Dealer 2: Auto 227 (Body: 741, Motor: 713, Accessory: 576)
01:44:35.778: Dealer 1: Auto 228 (Body: 745, Motor: 716, Accessory: 587)
01:44:35.784: Dealer 1: Auto 228 (Body: 745, Motor: 716, Accessory: 587)
01:44:35.882: Dealer 3: Auto 229 (Body: 748, Motor: 719, Accessory: 590)
01:44:35.884: Dealer 3: Auto 229 (Body: 748, Motor: 719, Accessory: 590)
01:44:35.987: Dealer 2: Auto 230 (Body: 750, Motor: 722, Accessory: 594)
01:44:35.991: Dealer 2: Auto 230 (Body: 750, Motor: 722, Accessory: 594)
01:44:36.090: Dealer 1: Auto 231 (Body: 753, Motor: 725, Accessory: 596)
01:44:36.093: Dealer 1: Auto 231 (Body: 753, Motor: 725, Accessory: 596)
01:44:36.194: Dealer 3: Auto 232 (Body: 757, Motor: 728, Accessory: 600)
01:44:36.196: Dealer 3: Auto 232 (Body: 757, Motor: 728, Accessory: 600)
01:44:36.296: Dealer 2: Auto 233 (Body: 759, Motor: 731, Accessory: 603)
01:44:36.297: Dealer 2: Auto 233 (Body: 759, Motor: 731, Accessory: 603)
01:44:36.400: Dealer 1: Auto 234 (Body: 763, Motor: 734, Accessory: 605)
01:44:36.403: Dealer 1: Auto 234 (Body: 763, Motor: 734, Accessory: 605)
01:44:36.504: Dealer 3: Auto 235 (Body: 766, Motor: 737, Accessory: 608)
01:44:36.505: Dealer 3: Auto 235 (Body: 766, Motor: 737, Accessory: 608)
01:44:36.606: Dealer 2: Auto 236 (Body: 768, Motor: 740, Accessory: 611)
01:44:36.609: Dealer 2: Auto 236 (Body: 768, Motor: 740, Accessory: 611)
01:44:36.712: Dealer 1: Auto 237 (Body: 772, Motor: 743, Accessory: 615)
01:44:36.713: Dealer 1: Auto 237 (Body: 772, Motor: 743, Accessory: 615)
01:44:36.812: Dealer 3: Auto 238 (Body: 774, Motor: 746, Accessory: 618)
01:44:36.813: Dealer 3: Auto 238 (Body: 774, Motor: 746, Accessory: 618)
01:44:36.924: Dealer 2: Auto 239 (Body: 777, Motor: 749, Accessory: 620)
01:44:36.927: Dealer 2: Auto 239 (Body: 777, Motor: 749, Accessory: 620)
01:44:37.029: Dealer 1: Auto 240 (Body: 781, Motor: 752, Accessory: 623)
01:44:37.032: Dealer 1: Auto 240 (Body: 781, Motor: 752, Accessory: 623)
01:44:37.130: Dealer 3: Auto 241 (Body: 784, Motor: 755, Accessory: 627)
01:44:37.132: Dealer 3: Auto 241 (Body: 784, Motor: 755, Accessory: 627)
01:44:37.233: Dealer 2: Auto 242 (Body: 787, Motor: 758, Accessory: 630)
01:44:37.235: Dealer 2: Auto 242 (Body: 787, Motor: 758, Accessory: 630)
01:44:37.338: Dealer 1: Auto 243 (Body: 789, Motor: 761, Accessory: 632)
01:44:37.341: Dealer 1: Auto 243 (Body: 789, Motor: 761, Accessory: 632)
01:44:37.440: Dealer 3: Auto 244 (Body: 793, Motor: 764, Accessory: 636)
01:44:37.444: Dealer 3: Auto 244 (Body: 793, Motor: 764, Accessory: 636)
01:44:37.545: Dealer 2: Auto 245 (Body: 796, Motor: 767, Accessory: 639)
01:44:37.551: Dealer 2: Auto 245 (Body: 796, Motor: 767, Accessory: 639)
01:44:37.650: Dealer 1: Auto 246 (Body: 798, Motor: 770, Accessory: 643)
01:44:37.654: Dealer 1: Auto 246 (Body: 798, Motor: 770, Accessory: 643)
01:44:37.753: Dealer 3: Auto 247 (Body: 801, Motor: 773, Accessory: 644)
01:44:37.756: Dealer 3: Auto 247 (Body: 801, Motor: 773, Accessory: 644)
01:44:37.858: Dealer 2: Auto 248 (Body: 805, Motor: 776, Accessory: 648)
01:44:37.866: Dealer 2: Auto 248 (Body: 805, Motor: 776, Accessory: 648)
01:44:37.966: Dealer 1: Auto 249 (Body: 807, Motor: 779, Accessory: 651)
01:44:37.972: Dealer 1: Auto 249 (Body: 807, Motor: 779, Accessory: 651)
01:44:38.067: Dealer 3: Auto 250 (Body: 810, Motor: 782, Accessory: 653)
01:44:38.069: Dealer 3: Auto 250 (Body: 810, Motor: 782, Accessory: 653)
01:44:38.169: Dealer 2: Auto 251 (Body: 814, Motor: 785, Accessory: 657)
01:44:38.171: Dealer 2: Auto 251 (Body: 814, Motor: 785, Accessory: 657)
01:44:38.274: Dealer 1: Auto 252 (Body: 817, Motor: 788, Accessory: 660)
01:44:38.280: Dealer 1: Auto 252 (Body: 817, Motor: 788, Accessory: 660)
01:44:38.379: Dealer 3: Auto 253 (Body: 819, Motor: 791, Accessory: 662)
01:44:38.386: Dealer 3: Auto 253 (Body: 819, Motor: 791, Accessory: 662)
01:44:38.483: Dealer 2: Auto 254 (Body: 822, Motor: 794, Accessory: 665)
01:44:38.489: Dealer 2: Auto 254 (Body: 822, Motor: 794, Accessory: 665)
01:44:38.588: Dealer 1: Auto 255 (Body: 826, Motor: 797, Accessory: 669)
01:44:38.592: Dealer 1: Auto 255 (Body: 826, Motor: 797, Accessory: 669)
01:44:38.693: Dealer 3: Auto 256 (Body: 829, Motor: 800, Accessory: 671)
01:44:38.702: Dealer 3: Auto 256 (Body: 829, Motor: 800, Accessory: 671)
01:44:38.802: Dealer 2: Auto 257 (Body: 832, Motor: 803, Accessory: 676)
01:44:38.814: Dealer 2: Auto 257 (Body: 832, Motor: 803, Accessory: 676)
01:44:38.898: Dealer 1: Auto 258 (Body: 835, Motor: 806, Accessory: 679)
01:44:38.902: Dealer 1: Auto 258 (Body: 835, Motor: 806, Accessory: 679)
01:44:39.003: Dealer 3: Auto 259 (Body: 838, Motor: 809, Accessory: 682)
01:44:39.007: Dealer 3: Auto 259 (Body: 838, Motor: 809, Accessory: 682)
01:44:39.108: Dealer 2: Auto 260 (Body: 841, Motor: 812, Accessory: 684)
01:44:39.109: Dealer 2: Auto 260 (Body: 841, Motor: 812, Accessory: 684)
01:44:39.210: Dealer 1: Auto 261 (Body: 843, Motor: 815, Accessory: 687)
01:44:39.213: Dealer 1: Auto 261 (Body: 843, Motor: 815, Accessory: 687)
01:44:39.313: Dealer 3: Auto 262 (Body: 847, Motor: 818, Accessory: 691)
01:44:39.314: Dealer 3: Auto 262 (Body: 847, Motor: 818, Accessory: 691)
01:44:39.416: Dealer 2: Auto 263 (Body: 850, Motor: 821, Accessory: 693)
01:44:39.420: Dealer 2: Auto 263 (Body: 850, Motor: 821, Accessory: 693)
01:44:39.519: Dealer 1: Auto 264 (Body: 853, Motor: 824, Accessory: 700)
01:44:39.520: Dealer 1: Auto 264 (Body: 853, Motor: 824, Accessory: 700)
01:44:39.624: Dealer 3: Auto 265 (Body: 855, Motor: 827, Accessory: 696)
01:44:39.626: Dealer 3: Auto 265 (Body: 855, Motor: 827, Accessory: 696)
01:44:39.725: Dealer 2: Auto 266 (Body: 858, Motor: 830, Accessory: 702)
01:44:39.727: Dealer 2: Auto 266 (Body: 858, Motor: 830, Accessory: 702)
01:44:39.827: Dealer 1: Auto 267 (Body: 862, Motor: 833, Accessory: 706)
01:44:39.829: Dealer 1: Auto 267 (Body: 862, Motor: 833, Accessory: 706)
01:44:39.927: Dealer 3: Auto 268 (Body: 864, Motor: 836, Accessory: 708)
01:44:39.929: Dealer 3: Auto 268 (Body: 864, Motor: 836, Accessory: 708)
01:44:40.032: Dealer 2: Auto 269 (Body: 868, Motor: 839, Accessory: 712)
01:44:40.037: Dealer 2: Auto 269 (Body: 868, Motor: 839, Accessory: 712)
01:44:40.136: Dealer 1: Auto 270 (Body: 871, Motor: 842, Accessory: 715)
01:44:40.139: Dealer 1: Auto 270 (Body: 871, Motor: 842, Accessory: 715)
01:44:40.241: Dealer 3: Auto 271 (Body: 873, Motor: 845, Accessory: 718)
01:44:40.243: Dealer 3: Auto 271 (Body: 873, Motor: 845, Accessory: 718)
01:44:40.347: Dealer 2: Auto 272 (Body: 877, Motor: 848, Accessory: 721)
01:44:40.349: Dealer 2: Auto 272 (Body: 877, Motor: 848, Accessory: 721)
01:44:40.451: Dealer 3: Auto 273 (Body: 879, Motor: 851, Accessory: 724)
01:44:40.453: Dealer 3: Auto 273 (Body: 879, Motor: 851, Accessory: 724)
01:44:40.552: Dealer 1: Auto 274 (Body: 882, Motor: 854, Accessory: 726)
01:44:40.553: Dealer 1: Auto 274 (Body: 882, Motor: 854, Accessory: 726)
01:44:40.657: Dealer 2: Auto 275 (Body: 885, Motor: 857, Accessory: 730)
01:44:40.659: Dealer 2: Auto 275 (Body: 885, Motor: 857, Accessory: 730)
01:44:40.764: Dealer 3: Auto 276 (Body: 888, Motor: 861, Accessory: 733)
01:44:40.772: Dealer 3: Auto 276 (Body: 888, Motor: 861, Accessory: 733)
01:44:40.869: Dealer 1: Auto 277 (Body: 891, Motor: 863, Accessory: 736)
01:44:40.878: Dealer 1: Auto 277 (Body: 891, Motor: 863, Accessory: 736)
01:44:40.970: Dealer 2: Auto 278 (Body: 894, Motor: 866, Accessory: 739)
01:44:40.972: Dealer 2: Auto 278 (Body: 894, Motor: 866, Accessory: 739)
01:44:41.072: Dealer 3: Auto 279 (Body: 898, Motor: 869, Accessory: 742)
01:44:41.075: Dealer 3: Auto 279 (Body: 898, Motor: 869, Accessory: 742)
01:44:41.175: Dealer 1: Auto 280 (Body: 900, Motor: 872, Accessory: 744)
01:44:41.176: Dealer 1: Auto 280 (Body: 900, Motor: 872, Accessory: 744)
01:44:41.278: Dealer 2: Auto 281 (Body: 902, Motor: 875, Accessory: 747)
01:44:41.283: Dealer 2: Auto 281 (Body: 902, Motor: 875, Accessory: 747)
01:44:41.383: Dealer 3: Auto 282 (Body: 906, Motor: 878, Accessory: 751)
01:44:41.385: Dealer 3: Auto 282 (Body: 906, Motor: 878, Accessory: 751)
01:44:41.486: Dealer 1: Auto 283 (Body: 908, Motor: 881, Accessory: 754)
01:44:41.490: Dealer 1: Auto 283 (Body: 908, Motor: 881, Accessory: 754)
01:44:41.590: Dealer 2: Auto 284 (Body: 911, Motor: 884, Accessory: 756)
01:44:41.601: Dealer 2: Auto 284 (Body: 911, Motor: 884, Accessory: 756)
01:44:41.693: Dealer 3: Auto 285 (Body: 914, Motor: 887, Accessory: 760)
01:44:41.697: Dealer 3: Auto 285 (Body: 914, Motor: 887, Accessory: 760)
01:44:41.798: Dealer 1: Auto 286 (Body: 917, Motor: 890, Accessory: 762)
01:44:41.800: Dealer 1: Auto 286 (Body: 917, Motor: 890, Accessory: 762)
01:44:41.903: Dealer 2: Auto 287 (Body: 921, Motor: 893, Accessory: 765)
01:44:41.905: Dealer 2: Auto 287 (Body: 921, Motor: 893, Accessory: 765)
01:44:42.006: Dealer 3: Auto 288 (Body: 923, Motor: 896, Accessory: 769)
01:44:42.007: Dealer 3: Auto 288 (Body: 923, Motor: 896, Accessory: 769)
01:44:42.112: Dealer 1: Auto 289 (Body: 927, Motor: 899, Accessory: 771)
01:44:42.114: Dealer 1: Auto 289 (Body: 927, Motor: 899, Accessory: 771)
01:44:42.216: Dealer 2: Auto 290 (Body: 931, Motor: 904, Accessory: 775)
01:44:42.217: Dealer 2: Auto 290 (Body: 931, Motor: 904, Accessory: 775)
01:44:42.320: Dealer 3: Auto 291 (Body: 934, Motor: 907, Accessory: 778)
01:44:42.322: Dealer 3: Auto 291 (Body: 934, Motor: 907, Accessory: 778)
01:44:42.423: Dealer 1: Auto 292 (Body: 936, Motor: 910, Accessory: 780)
01:44:42.424: Dealer 1: Auto 292 (Body: 936, Motor: 910, Accessory: 780)
01:44:42.528: Dealer 2: Auto 293 (Body: 939, Motor: 913, Accessory: 783)
01:44:42.533: Dealer 2: Auto 293 (Body: 939, Motor: 913, Accessory: 783)
01:44:42.633: Dealer 3: Auto 294 (Body: 942, Motor: 916, Accessory: 786)
01:44:42.635: Dealer 3: Auto 294 (Body: 942, Motor: 916, Accessory: 786)
01:44:42.738: Dealer 1: Auto 295 (Body: 946, Motor: 919, Accessory: 790)
01:44:42.739: Dealer 1: Auto 295 (Body: 946, Motor: 919, Accessory: 790)
01:44:42.838: Dealer 2: Auto 296 (Body: 948, Motor: 922, Accessory: 792)
01:44:42.839: Dealer 2: Auto 296 (Body: 948, Motor: 922, Accessory: 792)
01:44:42.944: Dealer 3: Auto 297 (Body: 951, Motor: 925, Accessory: 795)
01:44:42.945: Dealer 3: Auto 297 (Body: 951, Motor: 925, Accessory: 795)
01:44:43.049: Dealer 1: Auto 298 (Body: 955, Motor: 928, Accessory: 799)
01:44:43.049: Dealer 1: Auto 298 (Body: 955, Motor: 928, Accessory: 799)
